,Lemma,POS,4,12,6,13,10,14,11,8,7,2,5,15,9,3,17,16,19,18,1,First_Level,Total,Levels,First_Level_Margin_0.01,First_Level_Margin_0.02
14822,أَنْدرِي,noun_prop,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,2.0,12.0,12.0
14823,آييو,noun_prop,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,2.0,12.0,12.0
14824,أتسو,noun_prop,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,2.0,12.0,12.0
14825,ديوميرسي,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14826,مبوكاني,noun_prop,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,2.0,12.0,12.0
14827,وجيريمي,noun_prop,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,2.0,12.0,12.0
14828,بوكيلا,noun_prop,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,2.0,12.0,12.0
14829,سُودانِيّ,noun,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,2.0,12.0,12.0
14830,ويلفريد,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14831,تَكالَب,verb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14832,نيون,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14833,سدادات,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14834,الشامبانيا,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14835,مُطَأْطِئ,adj,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14836,بطئا,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14837,مجاذبة,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14838,لذو,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14839,243,digit,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14840,ٱِسْتِخْفاف,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14841,ٱِخْتِلاج,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14842,أندرتيكر,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14843,ليلكسى,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14844,جالكاعيو,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14845,الإسراج,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14846,امتطاءه,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14847,ٱِنْكَبَى,verb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14848,تَحَرُّرِيّ,adj,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,2.0,12.0,12.0
14849,برينان,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14850,سابِقَة,noun,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,3.0,3.0,12.0,12.0
14851,كيرلانسكي,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14852,إرماتنغر,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14853,بَدَن,verb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14854,Phaethon,foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14855,زويس,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14856,Zeus,foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14857,طُرْقَة,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14858,وَبُل,verb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14859,بليتز,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14860,تسونداب,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14861,قلادات,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14862,فاليوسكيرا,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14863,إِسْتُونِيّ,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14864,فِنْلَنْدِيّ,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14865,هُنْغارِيّ,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14866,الهندو,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14867,ٱِسْتَحَرّ,verb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14868,كَمْد,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14869,زجاجيات,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14870,مُتَوَزِّع,adj,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14871,مقطوفة,adj,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14872,أَلْمَح,verb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14873,والاخضرار,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14874,للبازلاء,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14875,اضربي,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14876,شترانج,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14877,خيلاري,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14878,Shatranj,foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14879,Ke,foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14880,Khilari,foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14881,أَسْرَج,verb,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,1.0,12.0,12.0
14882,والمثابرين,adj,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14883,شرائق,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14884,الدويشات,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14885,المزوضية,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14886,مَجْنِيّ,adj,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14887,تَسَكَّع,verb,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,2.0,12.0,12.0
14888,العطنة,noun,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,2.0,2.0,11.0,11.0
14889,صَفْعَة,noun,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.0,2.0,10.0,10.0
14890,تَحْسِينِيّ,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14891,الكامبري,adj,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14892,مَنْسُوخ,adj,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14893,تَجَلَّط,verb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14894,مُتَكَدِّر,adj,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14895,مَرْسِيل,noun_prop,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3.0,2.0,10.0,10.0
14896,تشارلوس,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14897,مطواعة,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14898,كُولِيج,noun_prop,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,2.0,2.0,8.0,8.0
14899,دوفرانس,noun_prop,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,2.0,2.0,8.0,8.0
14900,مسالم,adj,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,2.0,2.0,11.0,11.0
14901,لكناؤ,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14902,أترابراديش,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14903,سدارتنغر,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14904,جَزْمَة,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14905,الشتاءات,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14906,الأوحال,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14907,بلزاك,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14908,التنمر,noun,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3.0,3.0,10.0,10.0
14909,والمكشافات,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14910,الإلكتروسكوب,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14911,إِمِيل,noun_prop,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,5.0,4.0,7.0,7.0
14912,الآكشن,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14913,1938م,digit,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14914,مَأْن,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14915,ضَفْر,noun,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,3.0,2.0,12.0,12.0
14916,مُعْفَى,adj,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,1.0,12.0,12.0
14917,حَرَّف,verb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14918,Apis,foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14919,mellifera,foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14920,Faux,foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14921,Saulniers,foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14922,رَوَّل,verb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14923,جوجنزهاو,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14924,المسامح,noun,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.0,2.0,10.0,10.0
14925,ٱِسْتَعْفَى,verb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14926,توسكانا,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14927,باترونيو,noun_prop,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.0,2.0,10.0,10.0
14928,أدوليس,noun_prop,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3.0,1.0,12.0,12.0
14929,Adulis,foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14930,كوميكس,noun_prop,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,1.0,12.0,12.0
14931,ربابعة,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14932,حانيا,adj,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14933,Euskera,foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14934,المفصليات,adj,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14935,الهجرتين,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14936,685,digit,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14937,مُرَقَّع,adj,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14938,التعايشية,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14939,الأكابيلا,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14940,حِكْر,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14941,ذائِع,adj,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3.0,2.0,12.0,12.0
14942,نَفّاخ,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14943,swim,foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14944,bladder,foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14945,Tony,foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14946,Bennett,foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14947,الرفاهيات,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14948,بلتازار,noun_prop,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3.0,2.0,10.0,10.0
14949,مَعْزُوفَة,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14950,إيفرتون,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14951,توتنهام,noun_prop,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,1.0,12.0,12.0
14952,رايو,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14953,فايكانو,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14954,بِيتِيس,noun_prop,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,2.0,12.0,12.0
14955,إيبار,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14956,لاكورونيا,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14957,نارجِيل,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14958,لمارسيليا,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14959,الفولتات,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14960,شانيل,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14961,مُشْرِك,adj,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14962,عَوان,noun,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.0,2.0,10.0,10.0
14963,بالتازار,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14964,هَتَر,verb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14965,الشقيري,noun_prop,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,1.0,12.0,12.0
14966,نرفال,noun_prop,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,2.0,2.0,12.0,12.0
14967,رَصانَة,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14968,ٱِعْتِيادِيّ,adj,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,1.0,12.0,12.0
14969,أريتني,verb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14970,وَضِيء,adj,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,2.0,12.0,12.0
14971,جَوْلان,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14972,دوبوكوا,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14973,المتنورون,adj,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14974,Illumines,foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14975,مِعْطاء,adj,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3.0,2.0,11.0,11.0
14976,سُجُق,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14977,فوتشيخ,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14978,جوكروفسكي,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14979,مكلستون,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14980,أوشاس,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14981,1906,digit,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14982,كلحسن,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14983,مُخْتَصّ,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14984,الكريسماس,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14985,سَمْسَرَة,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14986,سُوق,noun_prop,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,1.0,12.0,12.0
14987,برُوتِسْتانْتِيّ,noun,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,1.0,12.0,12.0
14988,غالِيّ,adj,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,2.0,2.0,8.0,8.0
14989,المقير,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14990,تَكَفُّل,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14991,الحدي,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14992,العيدروس,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14993,غَوْغاء,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14994,Mob,foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14995,Game,foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14996,جاوَب,verb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14997,قَيْلُولَة,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14998,وَسْنان,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
14999,ساتيا,noun_prop,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,2.0,12.0,12.0
15000,جِيت,noun_prop,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,2.0,12.0,12.0
15001,التبالي,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
15002,مُعْتَصِم,adj,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
15003,Pierre,foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
15004,le,foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
15005,Venerable,foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
15006,المانجا,noun_prop,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,1.0,12.0,12.0
15007,والفيسبوك,noun_prop,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,2.0,2.0,11.0,11.0
15008,والإنستجرام,noun_prop,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,2.0,2.0,11.0,11.0
15009,تَمْضِيَة,noun,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,2.0,12.0,12.0
15010,Histoire,foreign,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.0,2.0,10.0,10.0
15011,نويبع,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
15012,قارِت,adj,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
15013,تَنْدِيد,noun,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0,1.0,12.0,12.0
15014,صدفتيه,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
15015,نافلين,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
15016,274,digit,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
15017,وكسكيتات,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
15018,الأتابك,noun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
15019,طغريل,noun_prop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0,1.0,12.0,12.0
